1, 8;
2, 3;
3, 8;
4, 5;
5, 2;
6, 8;
7, 3;
8, 3;
9, 8;
10, 2;
11, 2;
12, 5;
13, 5;
14, 8;
15, 3;
16, 2;
17, 3;
18, 5;
19, 3;
20, 2;
21, 5;
22, 3;
23, 5;
24, 2;
25, 5;
26, 3;
27, 2;
28, 8;
29, 5;
30, 8;
31, 3;
32, 2;
33, 5;
34, 3;
35, 8;
36, 5;
37, 2;
38, 8;
39, 3;
40, 8;
41, 2;
42, 3;
43, 2;
44, 8;
45, 3;
46, 8;
47, 5;
48, 3;
49, 2;
50, 2;
51, 5;
52, 2;
53, 5;
54, 8;
55, 3;
56, 3;
57, 2;
58, 8;
59, 3;
60, 3;
61, 8;
62, 8;
63, 3;
64, 3;
65, 8;
66, 3;
67, 2;
68, 8;
69, 2;
70, 8;
71, 3;
72, 5;
73, 3;
74, 5;
75, 3;
76, 2;
77, 8;
78, 3;
79, 3;
80, 5;
81, 5;
82, 2;
83, 5;
84, 3;
85, 2;
86, 5;
87, 3;
88, 8;
89, 5;
90, 3;
91, 5;
92, 3;
93, 3;
94, 2;
95, 8;
96, 3;
97, 2;
98, 5;
99, 2;
100, 5;
101, 3;
102, 3;
103, 3;
104, 2;
105, 5;
106, 8;
107, 3;
108, 2;
109, 2;
110, 5;
111, 3;
112, 3;
113, 5;
114, 3;
115, 3;
116, 3;
117, 5;
118, 5;
119, 2;
120, 2;
121, 8;
122, 2;
123, 3;
124, 3;
125, 5;
126, 3;
127, 8;
128, 3;
129, 2;
130, 2;
131, 5;
132, 2;
133, 2;
134, 8;
135, 2;
136, 3;
137, 3;
138, 2;
139, 5;
140, 3;
141, 3;
142, 5;
143, 3;
144, 3;
145, 5;
146, 8;
147, 2;
148, 5;
149, 3;
150, 8;
151, 2;
152, 5;
153, 5;
154, 3;
155, 3;
156, 3;
157, 5;
158, 3;
159, 3;
160, 3;
161, 2;
162, 5;
163, 3;
164, 2;
165, 8;
166, 2;
167, 5;
168, 5;
169, 3;
170, 8;
171, 3;
172, 3;
173, 2;
174, 5;
175, 5;
176, 2;
177, 5;
178, 3;
179, 2;
180, 2;
181, 5;
182, 5;
183, 8;
184, 3;
185, 2;
186, 3;
187, 8;
188, 3;
189, 2;
190, 3;
191, 5;
192, 3;
193, 3;
194, 3;
195, 2;
196, 5;
197, 5;
198, 3;
199, 3;
200, 8;
201, 2;
202, 8;
203, 3;
204, 5;
205, 3;
206, 3;
207, 8;
208, 2;
209, 5;
210, 2;
211, 5;
212, 3;
213, 2;
214, 2;
215, 5;
216, 5;
217, 8;
218, 3;
219, 3;
220, 3;
221, 5;
222, 3;
223, 2;
224, 8;
225, 2;
226, 3;
227, 3;
228, 5;
229, 2;
230, 8;
231, 5;
232, 2;
233, 3;
234, 5;
235, 5;
236, 3;
237, 2;
238, 5;
239, 3;
240, 3;
241, 5;
242, 2;
243, 5;
244, 5;
245, 8;
246, 3;
247, 2;
248, 3;
249, 5;
250, 5;
251, 2;
252, 3;
253, 5;
254, 8;
255, 3;
256, 2;
257, 2;
258, 5;
259, 5;
260, 3;
261, 3;
262, 2;
263, 5;
264, 3;
265, 2;
266, 2;
267, 2;
268, 5;
269, 3;
270, 3;
271, 2;
272, 2;
273, 2;
274, 8;
275, 2;
276, 3;
277, 5;
278, 5;
279, 2;
280, 3;
281, 5;
282, 5;
283, 3;
284, 2;
285, 2;
286, 3;
287, 3;
288, 8;
289, 2;
290, 3;
291, 8;
292, 2;
293, 3;
294, 2;
295, 3;
296, 5;
297, 2;
298, 8;
299, 2;
300, 3;
301, 8;
302, 3;
303, 5;
304, 5;
305, 8;
306, 3;
307, 3;
308, 3;
309, 8;
310, 3;
311, 5;
312, 2;
313, 2;
314, 5;
315, 5;
316, 8;
317, 3;
318, 5;
319, 5;
320, 3;
321, 8;
322, 2;
323, 8;
324, 5;
325, 3;
326, 2;
327, 5;
328, 3;
329, 2;
330, 3;
331, 3;
332, 2;
333, 8;
334, 3;
335, 3;
336, 5;
337, 5;
338, 8;
339, 2;
340, 8;
341, 3;
342, 5;
343, 5;
344, 5;
345, 2;
346, 8;
347, 3;
348, 3;
349, 5;
350, 3;
351, 2;
352, 3;
353, 5;
354, 5;
355, 5;
356, 2;
357, 3;
358, 3;
359, 2;
360, 8;
361, 3;
362, 3;
363, 3;
364, 5;
365, 5;
366, 3;
367, 8;
368, 3;
369, 5;
370, 2;
371, 3;
372, 5;
373, 8;
374, 3;
375, 3;
376, 5;
377, 3;
378, 2;
379, 3;
380, 5;
381, 5;
382, 5;
383, 2;
384, 5;
385, 2;
386, 3;
387, 5;
388, 2;
389, 2;
390, 2;
391, 8;
392, 2;
393, 2;
394, 8;
395, 3;
396, 5;
397, 5;
398, 8;
399, 3;
400, 8;
401, 3;
402, 2;
403, 5;
404, 3;
405, 8;
406, 8;
407, 3;
408, 5;
409, 5;
410, 3;
411, 2;
412, 8;
413, 3;
414, 5;
415, 5;
416, 5;
417, 5;
418, 3;
419, 8;
420, 5;
421, 3;
422, 2;
423, 3;
424, 5;
425, 5;
426, 2;
427, 5;
428, 3;
429, 2;
430, 5;
431, 2;
432, 5;
433, 5;
434, 3;
435, 3;
436, 5;
437, 3;
438, 3;
439, 2;
440, 8;
441, 5;
442, 2;
443, 3;
444, 3;
445, 5;
446, 8;
447, 3;
448, 5;
449, 3;
450, 8;
451, 5;
452, 2;
453, 8;
454, 3;
455, 8;
456, 3;
457, 2;
458, 5;
459, 3;
460, 3;
461, 2;
462, 5;
463, 5;
464, 8;
465, 3;
466, 5;
467, 3;
468, 2;
469, 2;
470, 5;
471, 5;
472, 2;
473, 3;
474, 5;
475, 5;
476, 3;
477, 2;
478, 8;
479, 3;
480, 2;
481, 5;
482, 3;
483, 2;
484, 5;
485, 2;
486, 8;
487, 3;
488, 5;
489, 5;
490, 3;
491, 2;
492, 5;
493, 8;
494, 3;
495, 2;
496, 5;
497, 3;
498, 8;
499, 8;
500, 3;
501, 5;
502, 5;
503, 3;
504, 2;
505, 2;
506, 5;
507, 3;
508, 3;
509, 2;
510, 5;
511, 3;
512, 2;
513, 3;
514, 5;
515, 2;
516, 3;
517, 8;
518, 2;
519, 2;
520, 5;
521, 8;
522, 3;
523, 8;
524, 2;
525, 5;
526, 3;
527, 8;
528, E;
529, 3;
530, 3;
531, 5;
532, 3;
533, 2;
534, 3;
535, 5;
536, 3;
537, 5;
538, 3;
539, 5;
540, 8;
541, 3;
542, 2;
543, 5;
544, 8;
545, 3;
546, 8;
547, 2;
548, 3;
549, 3;
550, 8;
551, 3;
552, 3;
553, 5;
554, 3;
555, 2;
556, 5;
557, 3;
558, 8;
559, 3;
560, 2;
561, 5;
562, 3;
563, 2;
564, 3;
565, 8;
566, 5;
567, 8;
568, 2;
569, 8;
570, 3;
571, 3;
572, 5;
573, 3;
574, 8;
575, 5;
576, 3;
577, 2;
578, 2;
579, 8;
580, 3;
581, 3;
582, 5;
583, 3;
584, 2;
585, 3;
586, 2;
587, 8;
588, 3;
589, 3;
590, 5;
591, 2;
592, 3;
593, 5;
594, 5;
595, 8;
596, 3;
597, 5;
598, 5;
599, 3;
600, 8;
601, 2;
602, 5;
603, 3;
